id,neighbourhood,LAT_LONG
2368,Lower East Side,"40.718, -73.98497"
2369,Hell's Kitchen,"40.76015, -73.99017"
2370,Harlem,"40.82414, -73.95393"
2371,Lower East Side,"40.70961, -73.98679"
2372,West Village,"40.73618, -74.00256"
2373,Upper East Side,"40.7776, -73.95277"
2374,Hell's Kitchen,"40.75657, -73.9942"
2375,Midtown,"40.75468, -73.96563"
2376,Two Bridges,"40.71063, -73.99526"
2377,East Village,"40.72706, -73.98583"
2378,Midtown,"40.75579, -73.9652"
2379,Lower East Side,"40.71194, -73.97792"
2380,East Harlem,"40.78752, -73.94314"
2381,Upper West Side,"40.78965, -73.96993"
2382,Upper East Side,"40.75988, -73.96115"
2383,East Harlem,"40.79795, -73.9442"
2384,Upper East Side,"40.77065, -73.95064"
2385,Morningside Heights,"40.80826, -73.96499"
2386,Upper West Side,"40.77642, -73.97987"
2387,Hell's Kitchen,"40.76561, -73.99439"
2388,Upper West Side,"40.77877, -73.97872"
2389,Chelsea,"40.74135, -73.99507"
2390,Harlem,"40.81453, -73.94719"
2391,Gramercy,"40.73232, -73.98418"
2392,Kips Bay,"40.74421, -73.98007"
2393,Financial District,"40.70604, -74.01021"
2394,Chelsea,"40.74342, -73.99483"
2395,Upper East Side,"40.78302, -73.94647"
2396,Hell's Kitchen,"40.75544, -73.99511"
2397,Upper East Side,"40.7823, -73.94838"
2398,Murray Hill,"40.74976, -73.97748"
2399,Hell's Kitchen,"40.76487, -73.99143"
2400,Hell's Kitchen,"40.7611, -73.99316"
2401,SoHo,"40.72205, -74.00121"
2402,Midtown,"40.74612, -73.98948"
2403,Harlem,"40.81272, -73.9517"
2404,Upper East Side,"40.77581, -73.956"
2405,Nolita,"40.72332, -73.99466"
2406,Greenwich Village,"40.7278, -73.99976"
2407,West Village,"40.73531, -74.00303"
2408,Upper West Side,"40.78065, -73.98253"
2409,SoHo,"40.72237, -73.99817"
2410,Financial District,"40.70566, -74.00865"
2411,Harlem,"40.81186, -73.94019"
2412,Morningside Heights,"40.80773, -73.95977"
2413,NoHo,"40.7278, -73.99205"
2414,East Harlem,"40.78909, -73.94956"
2415,Washington Heights,"40.84482, -73.93739"
2416,Hell's Kitchen,"40.75967, -73.99219"
2417,Upper West Side,"40.79202, -73.96887"
2418,Upper West Side,"40.77849, -73.98527"
2419,Harlem,"40.81619, -73.94003"
2420,Harlem,"40.82172, -73.95618"
2421,Upper East Side,"40.77096, -73.95334"
2422,Murray Hill,"40.74725, -73.97404"
2423,Upper East Side,"40.77513, -73.94977"
2424,Chinatown,"40.71401, -73.99187"
2425,Financial District,"40.70659, -74.0102"
2426,Hell's Kitchen,"40.76124, -73.98897"
2427,Midtown,"40.75109, -73.97086"
2428,Upper East Side,"40.7729, -73.95587"
2429,Midtown,"40.75125, -73.97105"
2430,Harlem,"40.8114, -73.94014"
2431,East Village,"40.7248, -73.9854"
2432,Hell's Kitchen,"40.76612, -73.98545"
2433,Hell's Kitchen,"40.75531, -73.99945"
2434,Upper East Side,"40.76123, -73.9642"
2435,West Village,"40.73604, -74.0056"
2436,Hell's Kitchen,"40.76246, -73.99032"
2437,East Village,"40.73168, -73.98662"
2438,Chelsea,"40.74664, -74.00165"
2439,Upper East Side,"40.76703, -73.95957"
2440,Hell's Kitchen,"40.76303, -73.98767"
2441,SoHo,"40.72101, -74.00189"
2442,Lower East Side,"40.72146, -73.98838"
2443,Chelsea,"40.75129, -73.99561"
2444,Nolita,"40.72192, -73.99418"
2445,East Village,"40.72888, -73.98496"
2446,East Harlem,"40.79012, -73.94333"
2447,Chelsea,"40.74092, -74.00037"
2448,Harlem,"40.82295, -73.95066"
2449,Inwood,"40.86411, -73.92241"
2450,Harlem,"40.80637, -73.94282"
2451,Kips Bay,"40.74144, -73.98079"
2452,Murray Hill,"40.74818, -73.98247"
2453,Upper West Side,"40.79167, -73.97864"
2454,Flatiron District,"40.74107, -73.98693"
2455,Hell's Kitchen,"40.76438, -73.9886"
2456,Lower East Side,"40.72113, -73.9849"
2457,Upper West Side,"40.77418, -73.98799"
2458,Chelsea,"40.74112, -73.99483"
2459,Upper West Side,"40.78304, -73.97309"
2460,Upper East Side,"40.77886, -73.95139"
2461,SoHo,"40.72176, -74.00448"
2462,Chinatown,"40.71613, -73.99266"
2463,Midtown,"40.74724, -73.98924"
2464,Hell's Kitchen,"40.7574, -73.99361"
2465,Financial District,"40.71035, -74.00734"
2466,Little Italy,"40.71731, -73.99862"
2467,Harlem,"40.81831, -73.93833"
2468,Harlem,"40.81207, -73.94335"
2469,Lower East Side,"40.71813, -73.98633"
2470,SoHo,"40.72329, -73.9981"
2471,Upper West Side,"40.79166, -73.97319"
2472,Nolita,"40.72154, -73.99727"
2473,Midtown,"40.76409, -73.9791"
2474,East Village,"40.72823, -73.98425"
2475,Lower East Side,"40.71935, -73.98361"
2476,Midtown,"40.76422, -73.98188"
2477,Upper West Side,"40.78313, -73.97953"
2478,Upper East Side,"40.76365, -73.96187"
2479,Chinatown,"40.71745, -73.99409"
2480,Chelsea,"40.74468, -74.00157"
2481,Harlem,"40.82258, -73.95418"
2482,Lower East Side,"40.71845, -73.99326"
2483,Harlem,"40.82319, -73.95103"
2484,Upper East Side,"40.78406, -73.95294"
2485,Hell's Kitchen,"40.76112, -73.99075"
2486,Harlem,"40.82377, -73.94981"
2487,Upper West Side,"40.78697, -73.96929"
2488,Harlem,"40.816, -73.94127"
2489,East Village,"40.72677, -73.98194"
2490,Washington Heights,"40.83591, -73.94033"
2491,Upper East Side,"40.77006, -73.95589"
2492,Kips Bay,"40.74446, -73.98091"
2493,Chinatown,"40.71366, -73.99153"
2494,Hell's Kitchen,"40.76609, -73.99396"
2495,West Village,"40.73742, -74.00171"
2496,Morningside Heights,"40.8075, -73.96679"
2497,Hell's Kitchen,"40.76227, -73.99807"
2498,Upper East Side,"40.76347, -73.9631"
2499,Inwood,"40.86697, -73.92534"
2500,East Harlem,"40.7928, -73.93967"
2501,SoHo,"40.72613, -74.00188"
2502,Upper East Side,"40.77556, -73.95245"
2503,Hell's Kitchen,"40.7592, -73.98902"
2504,Harlem,"40.81867, -73.95293"
2505,Upper East Side,"40.76244, -73.96031"
2506,Upper East Side,"40.77265, -73.9574"
2507,West Village,"40.73129, -74.00237"
2508,Upper West Side,"40.78642, -73.97652"
2509,Harlem,"40.81728, -73.94583"
2510,Hell's Kitchen,"40.76489, -73.98493"
2511,Upper West Side,"40.79155, -73.97477"
2512,East Harlem,"40.7919, -73.94562"
2513,Greenwich Village,"40.73032, -73.99976"
2514,East Harlem,"40.79109, -73.94915"
2515,Harlem,"40.80454, -73.94635"
2516,Harlem,"40.80934, -73.95072"
2517,Upper West Side,"40.78364, -73.97632"
2518,Harlem,"40.8242, -73.94777"
2519,Midtown,"40.75974, -73.97067"
2520,Upper West Side,"40.78971, -73.9729"
2521,East Village,"40.72906, -73.9845"
2522,Lower East Side,"40.71952, -73.98546"
2523,Harlem,"40.82673, -73.94995"
2524,Tribeca,"40.72403, -74.00858"
2525,SoHo,"40.72576, -74.00381"
2526,Upper East Side,"40.77399, -73.9461"
2527,West Village,"40.73464, -74.00084"
2528,Harlem,"40.82888, -73.94997"
2529,Hell's Kitchen,"40.76207, -73.99098"
2530,Washington Heights,"40.85411, -73.93167"
2531,Harlem,"40.80521, -73.94519"
2532,East Village,"40.72809, -73.98028"
2533,Midtown,"40.75966, -73.96828"
2534,Upper East Side,"40.76203, -73.96607"
2535,Upper East Side,"40.77759, -73.94688"
2536,Lower East Side,"40.72013, -73.9922"
2537,Harlem,"40.822, -73.95582"
2538,Hell's Kitchen,"40.76127, -74.00235"
2539,Midtown,"40.75523, -73.96367"
2540,Chinatown,"40.71825, -73.99651"
2541,Chelsea,"40.73941, -73.99777"
2542,Hell's Kitchen,"40.7616, -73.98936"
2543,Chinatown,"40.71444, -73.99344"
2544,Financial District,"40.70889, -74.00701"
2545,Murray Hill,"40.74953, -73.9801"
2546,Harlem,"40.79933, -73.95296"
2547,Chinatown,"40.71844, -74.00228"
2548,East Village,"40.72649, -73.98284"
2549,East Village,"40.72246, -73.98006"
2550,Washington Heights,"40.83413, -73.94297"
2551,Greenwich Village,"40.73293, -73.99846"
2552,Midtown,"40.75494, -73.96437"
2553,Lower East Side,"40.72007, -73.98559"
2554,West Village,"40.73666, -73.99851"
2555,East Harlem,"40.80029, -73.94294"
2556,Morningside Heights,"40.80429, -73.96499"
2557,East Village,"40.72546, -73.98703"
2558,Upper East Side,"40.78132, -73.94723"
2559,Harlem,"40.80735, -73.95684"
2560,Greenwich Village,"40.72855, -73.99767"
2561,Upper West Side,"40.78107, -73.97817"
2562,East Village,"40.72609, -73.98354"
2563,East Village,"40.72472, -73.98251"
2564,Upper East Side,"40.77823, -73.95127"
2565,Chelsea,"40.73939, -73.99613"
2566,Hell's Kitchen,"40.76316, -73.9904"
2567,Hell's Kitchen,"40.76497, -73.98854"
2568,East Harlem,"40.79456, -73.94345"
2569,Harlem,"40.82841, -73.9473"
2570,Upper East Side,"40.77719, -73.9529"
2571,Upper East Side,"40.7673, -73.96043"
2572,Harlem,"40.82806, -73.94537"
2573,SoHo,"40.72736, -74.00192"
2574,Upper West Side,"40.77341, -73.9812"
2575,Midtown,"40.7509, -73.98557"
2576,Midtown,"40.76289, -73.98003"
2577,Financial District,"40.70658, -74.00684"
2578,East Harlem,"40.79851, -73.94399"
2579,Lower East Side,"40.7209, -73.98909"
2580,Chelsea,"40.74314, -73.9957"
2581,Greenwich Village,"40.72852, -74.00151"
2582,Morningside Heights,"40.80937, -73.95881"
2583,Hell's Kitchen,"40.76605, -73.99193"
2584,Harlem,"40.79724, -73.94968"
2585,Upper East Side,"40.761, -73.9615"
2586,Harlem,"40.82748, -73.95083"
2587,East Village,"40.73089, -73.98195"
2588,Upper West Side,"40.78046, -73.98818"
2589,Battery Park City,"40.7077, -74.01555"
2590,Chelsea,"40.75148, -73.99397"
2591,Hell's Kitchen,"40.7625, -73.99568"
2592,West Village,"40.73455, -74.00614"
2593,Upper West Side,"40.77802, -73.98256"
2594,Harlem,"40.81029, -73.94344"
2595,Chinatown,"40.71456, -73.99077"
2596,Upper East Side,"40.75972, -73.96147"
2597,Upper East Side,"40.7784, -73.9567"
2598,Hell's Kitchen,"40.76457, -73.98766"
2599,Inwood,"40.86383, -73.92905"
2600,Harlem,"40.81573, -73.94036"
2601,Chelsea,"40.7409, -73.99596"
2602,Chelsea,"40.74045, -73.99824"
2603,Murray Hill,"40.74891, -73.97589"
2604,Gramercy,"40.73736, -73.98025"
2605,East Village,"40.72843, -73.97872"
2606,Midtown,"40.7573, -73.98043"
2607,Hell's Kitchen,"40.7631, -73.98753"
2608,Nolita,"40.72139, -73.99688"
2609,East Harlem,"40.7984, -73.94014"
2610,Harlem,"40.82039, -73.94147"
2611,Upper West Side,"40.79806, -73.96085"
2612,Lower East Side,"40.72131, -73.98902"
2613,Kips Bay,"40.74298, -73.97448"
2614,Lower East Side,"40.72033, -73.98767"
2615,Lower East Side,"40.7203, -73.99172"
2616,Morningside Heights,"40.81486, -73.95795"
2617,East Village,"40.73001, -73.98464"
2618,Hell's Kitchen,"40.76375, -73.99201"
2619,East Village,"40.72884, -73.98548"
2620,Upper West Side,"40.78239, -73.98156"
2621,Chinatown,"40.71703, -73.9923"
2622,Harlem,"40.81606, -73.94363"
2623,Midtown,"40.76609, -73.98038"
2624,East Village,"40.72573, -73.97926"
